GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,APLBE001,APLBE002,APLBE003,APLBE004,APLBE005,APLBE006,APYUE001,APYUE002,APYUE003,APYUE004,APYUE005,APYUE006,APYUE007,APYUE008,APYUE009,APYUE010,APYUE011,APYUE012,APYUE013,APYUE014,APYUE015,APYUE016,APYUE017,APYUE018,APYUE019,APYUE020,APYUE021,APYUE022,APYUE023,APYUE024,APYUE025,APYUE026,APYUE027,APYUE028,APYUE029,APYUE030,APYUE031,APYUE032,APYUE033,APYUE034,APYUE035,APYUE036,APYUE037,APYUE038,APYUE039,APYUE040,APYUE041,APYUE042,APYUE043,APYUE044,APYUE045,APYUE046,APYUE047,APYUE048,APYUE049,APYUE050,APYUE051,APYUE052,APYUE053,APYUE054,APYUE055,APYUE056,APYUE057,APYUE058,APYUE059,AP38E001,NAME_M,APLBM001,APLBM002,APLBM003,APLBM004,APLBM005,APLBM006,APYUM001,APYUM002,APYUM003,APYUM004,APYUM005,APYUM006,APYUM007,APYUM008,APYUM009,APYUM010,APYUM011,APYUM012,APYUM013,APYUM014,APYUM015,APYUM016,APYUM017,APYUM018,APYUM019,APYUM020,APYUM021,APYUM022,APYUM023,APYUM024,APYUM025,APYUM026,APYUM027,APYUM028,APYUM029,APYUM030,APYUM031,APYUM032,APYUM033,APYUM034,APYUM035,APYUM036,APYUM037,APYUM038,APYUM039,APYUM040,APYUM041,APYUM042,APYUM043,APYUM044,APYUM045,APYUM046,APYUM047,APYUM048,APYUM049,APYUM050,APYUM051,APYUM052,APYUM053,APYUM054,APYUM055,APYUM056,APYUM057,APYUM058,APYUM059,AP38M001
"G4200390","2022","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"0500000US42039","42039","Crawford County, Pennsylvania",82670,81343,76,283,737,231,78104,10766,4573,357,247,334,247,0,148,473,487,834,179,710,393,164,6193,526,83,586,151,18,57,609,1005,691,523,813,500,631,67338,34633,1636,394,2398,1010,521,937,2127,3886,3553,4663,5261,4896,3351,32705,1563,175,2438,1043,410,975,2095,3259,3557,4065,5203,4793,3129,0.4557,"Crawford County, Pennsylvania",,409,72,135,337,210,201,1691,927,173,151,185,200,190,116,336,277,386,113,318,173,98,1123,278,64,279,140,32,57,468,359,360,288,323,203,195,1708,1033,190,239,528,382,169,223,410,352,401,220,303,210,342,1197,351,82,370,289,178,184,637,487,349,307,361,242,199,0.0387
"G4200410","2022","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"0500000US42041","42041","Cumberland County, Pennsylvania",268579,245052,1358,2469,11350,8350,254956,19892,8537,204,181,1154,481,370,172,1088,947,908,549,1606,862,15,11355,834,0,869,437,52,193,2122,1187,845,722,1986,1065,1043,235064,116425,6218,1135,8589,4211,1181,3111,8489,16160,16058,14886,14950,12955,8482,118639,6537,572,8927,4115,869,3569,8557,14888,16576,14029,14998,13794,11208,0.4405,"Cumberland County, Pennsylvania",,2872,958,814,1780,1861,548,3033,1769,287,200,589,471,406,289,840,575,619,405,673,469,24,1953,679,190,681,397,88,138,1105,570,491,447,861,511,575,3051,1941,438,543,1012,798,609,638,1052,1318,835,844,700,646,305,2261,691,323,1215,991,490,908,1385,711,868,640,1028,651,792,0.0247
"G4200430","2022","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"0500000US42043","42043","Dauphin County, Pennsylvania",288800,249790,6094,2829,17101,12986,284647,35474,14544,1353,14,1348,866,142,450,1780,1879,1896,1403,1453,1275,685,20930,1018,229,1502,985,262,663,3078,2997,2738,2092,2344,1270,1752,249173,124449,8324,1506,10083,4148,1284,3339,9063,18076,16072,15513,16284,13061,7696,124724,6225,1978,9177,3782,1757,3081,8435,16982,15748,14672,16797,15340,10750,0.4495,"Dauphin County, Pennsylvania",,5058,2032,2032,3347,3638,182,5808,3042,1080,23,945,604,164,525,913,1013,838,850,672,642,374,3529,633,330,898,887,343,445,1242,1363,1004,940,879,424,744,5836,4064,1476,773,1867,1654,507,964,1416,1593,1049,1364,717,947,536,4091,1260,1556,1592,1300,729,1139,1879,1642,1219,982,961,598,893,0.0185
"G4200450","2022","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"0500000US42045","42045","Delaware County, Pennsylvania",575182,510001,2077,5453,35900,21751,553271,53585,21083,2948,118,2821,1559,587,687,1642,2248,1414,1785,2646,1579,1049,32502,2023,319,2445,1505,428,746,3566,4362,3920,2648,3587,3929,3024,499686,247121,13229,1980,18875,9569,4474,5804,20850,32155,35468,30940,33474,25835,14468,252565,13467,2234,17592,9948,3439,6105,17865,31670,34694,31574,35377,27667,20933,0.4906,"Delaware County, Pennsylvania",,5753,855,1862,3804,4089,1322,6225,3399,1144,195,1100,750,549,536,845,997,679,764,1086,552,536,4295,1043,309,903,769,410,460,1525,1490,1214,978,1029,1289,928,6271,3473,949,710,1761,1537,1426,1185,1124,1051,1085,1014,1088,616,570,4358,1409,890,1690,1623,882,745,1702,1297,1231,994,1148,1307,1053,0.0141
"G4200490","2022","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"0500000US42049","42049","Erie County, Pennsylvania",267689,253245,1441,1091,6614,5298,254668,38548,17316,1470,588,2156,706,183,362,1781,3042,1105,1870,2395,1143,515,21232,1177,376,2033,442,486,299,2168,4030,2040,1844,2424,2101,1812,216120,108561,5086,435,7604,4795,1407,2508,8989,13378,14298,13232,15608,13618,7603,107559,6023,1362,8042,2845,1766,2336,5767,12826,13643,13591,15355,14036,9967,0.4731,"Erie County, Pennsylvania",,3122,837,519,1694,1850,406,5303,3229,762,560,1013,466,165,253,1024,1124,631,750,718,409,282,2947,539,373,1124,298,393,288,968,1063,786,753,661,713,615,5374,3368,717,267,1351,1086,459,522,1366,1176,1071,731,855,568,453,3310,735,624,1600,900,654,601,1021,1247,1097,890,653,770,696,0.0172
"G4200510","2022","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"0500000US42051","42051","Fayette County, Pennsylvania",125755,123839,307,127,913,569,122345,21179,10014,1499,51,1136,278,12,138,327,1162,932,1010,1598,1116,755,11165,245,161,935,295,0,603,979,1224,1379,1219,2076,1252,797,101166,50264,1740,361,3057,2022,491,1573,4105,6295,6301,6460,7362,6730,3767,50902,2270,179,3210,1626,970,849,3072,5577,5451,7044,7317,7625,5712,0.4715,"Fayette County, Pennsylvania",,755,221,115,509,427,272,2847,1781,583,83,567,218,20,161,340,593,386,673,647,475,362,1800,175,260,611,224,190,518,478,629,432,615,720,494,405,2800,1714,574,316,744,631,336,432,298,603,664,733,615,517,367,1722,212,159,549,496,433,265,541,447,501,707,755,540,455,0.0168
"G4200550","2022","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"0500000US42055","42055","Franklin County, Pennsylvania",156902,147379,377,1339,2884,4923,154904,11680,6075,976,255,789,154,259,111,572,413,463,256,913,499,415,5605,122,33,269,192,272,0,615,1094,490,17,1287,591,623,143224,71370,3681,483,4994,3028,1692,1495,5799,8391,8766,10239,9416,8181,5205,71854,4424,801,4256,2727,971,1266,4378,9075,8509,10002,9626,8732,7087,0.4300,"Franklin County, Pennsylvania",,2230,439,870,1118,1999,439,3443,2239,863,293,522,236,276,143,569,340,549,266,555,366,230,1549,157,58,305,218,250,190,459,705,379,30,583,437,362,3514,2350,880,304,1209,1066,823,641,1038,729,822,866,611,607,251,1792,630,465,823,802,560,522,623,837,641,796,696,461,389,0.0244
"G4200630","2022","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"0500000US42063","42063","Indiana County, Pennsylvania",82957,80474,44,578,663,1198,77461,9765,4511,227,23,483,83,27,0,1245,353,782,246,483,211,348,5254,448,29,396,223,119,87,722,417,891,455,635,378,454,67696,34266,1625,215,2230,987,385,949,3564,3745,3757,4097,5219,4768,2725,33430,1289,270,2149,879,389,917,4410,3158,3098,3976,4878,4517,3500,0.4838,"Indiana County, Pennsylvania",,1576,72,439,481,1401,238,1827,938,183,39,346,78,49,190,590,206,497,304,267,157,233,1198,341,36,256,312,190,108,491,180,406,198,329,173,205,1829,1035,247,145,355,275,212,234,599,267,598,340,403,94,409,1219,359,181,470,297,243,276,577,211,464,215,324,261,253,0.0375
"G4200690","2022","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"0500000US42069","42069","Lackawanna County, Pennsylvania",215615,199473,2382,999,7451,5310,208092,27399,11507,1186,134,517,412,125,662,1592,974,1423,1145,1031,1420,886,15892,1167,19,1866,526,228,351,993,1666,1776,1158,2540,1897,1705,180693,92243,4528,913,7136,3439,732,2999,6958,11511,11227,12248,13728,10776,6048,88450,3871,1128,5043,3461,1133,1906,7111,10586,10699,12116,12497,10796,8103,0.4660,"Lackawanna County, Pennsylvania",,1799,948,428,1534,1673,338,3428,1762,612,158,327,338,135,505,803,478,664,588,502,512,485,2180,652,31,593,318,267,248,482,681,789,539,727,548,765,3409,2092,778,380,894,778,377,664,874,666,805,809,856,682,522,2237,684,581,897,727,430,451,736,664,807,721,719,638,768,0.0137
"G4200710","2022","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,"0500000US42071","42071","Lancaster County, Pennsylvania",556629,519319,9177,2372,17371,8390,540987,48110,20781,2233,336,3185,1289,231,944,1063,2008,2791,1763,1923,1884,1131,27329,1124,347,3047,1308,148,581,3443,3879,3989,1097,2236,2405,3725,492877,245843,15285,2675,19822,8832,3869,6221,20422,33455,30596,28664,32282,25716,18004,247034,15204,2049,18888,8561,2937,6848,17464,31772,29534,28811,33256,28802,22908,0.4367,"Lancaster County, Pennsylvania",,4151,2188,995,2334,2585,831,7665,3612,759,256,1605,859,179,598,441,1012,1183,843,704,606,426,4702,713,262,1315,869,184,412,1848,1188,1319,538,760,636,986,7629,3930,1093,762,2309,1953,804,818,720,966,1713,1765,897,961,823,4541,796,702,1667,1201,843,904,2002,1143,1493,738,843,1017,966,0.0154
"G4200730","2022","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,"0500000US42073","42073","Lawrence County, Pennsylvania",84849,82890,448,477,878,156,82591,10075,3815,266,34,265,176,0,151,372,379,493,235,767,525,152,6260,202,33,635,238,188,199,392,799,554,1059,916,437,608,72516,36330,1560,205,2718,1457,517,930,2670,4553,3864,4901,5055,4941,2959,36186,1778,194,2848,828,529,599,2854,3665,4200,3894,5334,5468,3995,0.4512,"Lawrence County, Pennsylvania",,1039,502,475,449,204,238,1804,966,244,45,184,153,190,163,263,322,313,256,426,253,116,1137,144,56,328,154,277,229,216,274,332,553,343,273,298,1812,1006,244,140,385,427,204,261,464,507,330,382,431,307,151,1226,247,141,455,369,229,271,533,242,418,469,409,376,293,0.0281
"G4200750","2022","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,"0500000US42075","42075","Lebanon County, Pennsylvania",144011,129793,4221,2550,5659,1788,139935,18077,7956,299,97,1043,739,125,242,635,656,790,620,772,1110,828,10121,644,215,1254,360,163,170,233,1475,1482,1403,949,1295,478,121858,60381,3656,946,3480,2709,1017,1187,4361,7074,8501,8280,8332,6278,4560,61477,3049,584,4451,2829,759,1920,4670,7009,6620,7405,8671,6905,6605,0.4333,"Lebanon County, Pennsylvania",,2538,1849,1522,1592,887,752,3770,1987,339,161,689,436,159,337,482,602,586,596,484,649,400,2271,433,348,589,266,198,265,306,882,906,759,781,552,306,3848,2142,593,874,946,861,375,583,580,610,1007,943,663,621,413,2311,418,377,1038,811,318,603,595,1030,1088,1074,899,455,527,0.0252
"G4200770","2022","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,"0500000US42077","42077","Lehigh County, Pennsylvania",376317,300193,13975,6909,26898,28342,367756,42455,19494,1590,558,2952,1285,732,1255,2330,2118,1959,1367,2230,751,367,22961,856,296,2087,1279,114,927,1733,3223,3395,2007,3031,2097,1916,325301,163183,9158,1465,12081,6054,1557,3846,12640,23288,23123,20918,22170,16651,10232,162118,9987,1914,10826,6600,2435,3352,12705,20218,21754,20577,21381,17313,13056,0.4811,"Lehigh County, Pennsylvania",,6259,2779,2694,3225,5014,647,6760,3530,715,523,1349,618,542,656,993,927,880,599,714,457,312,3896,686,308,1080,667,122,619,819,1110,924,830,978,647,740,6814,3665,965,631,1489,1230,574,895,1653,1276,1284,983,882,894,576,4093,847,976,1625,1307,1025,730,1145,1415,1287,1164,982,741,914,0.0190
"G4200790","2022","PA",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,"0500000US42079","42079","Luzerne County, Pennsylvania",326369,290047,4886,3231,14700,13505,314459,49199,20849,1984,776,2270,954,364,1459,2242,2143,2153,1919,2215,1554,816,28350,2191,198,3186,657,162,457,3651,4150,3359,2600,3303,2082,2354,265260,135446,6684,1350,7327,5038,1739,2805,9982,19002,18061,18064,20296,15985,9113,129814,5798,835,7468,4722,1695,3273,8558,14474,15914,17284,18728,17797,13268,0.4479,"Luzerne County, Pennsylvania",,3186,2101,1205,2255,2221,1224,5019,2431,981,602,840,603,256,584,837,724,811,636,797,590,316,3370,883,202,1093,487,162,315,896,1082,894,759,847,644,701,5027,2454,1129,671,1462,1102,609,677,937,985,858,734,839,588,486,3469,880,433,1091,1085,680,776,958,1048,935,821,866,680,761,0.0152
"G4200810","2022","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,"0500000US42081","42081","Lycoming County, Pennsylvania",113104,110412,20,740,639,1293,107271,12143,5048,449,39,314,249,483,121,910,216,284,440,511,636,396,7095,709,105,470,49,23,237,633,1376,329,818,1217,469,660,95128,48155,2641,941,3109,1217,680,706,2827,6920,6344,6302,7308,5829,3331,46973,2121,403,3919,1843,822,928,2510,5561,5749,5587,6463,6531,4536,0.4703,"Lycoming County, Pennsylvania",,1036,39,586,336,894,410,2256,1393,332,63,230,179,550,137,709,161,208,324,228,269,329,1368,388,115,291,50,30,198,435,517,202,344,532,272,314,2293,1417,376,350,515,370,380,384,778,506,367,462,253,308,344,1450,370,289,557,483,415,354,400,708,404,323,568,336,325,0.0666
"G4200850","2022","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,"0500000US42085","42085","Mercer County, Pennsylvania",109220,106027,491,907,1259,536,101721,12185,5327,401,0,448,227,117,110,319,519,1188,548,770,508,172,6858,365,15,670,262,196,428,436,948,866,497,896,782,497,89536,44173,1679,172,2991,1549,713,996,3262,5015,5025,5675,6920,6167,4009,45363,2214,466,2086,1516,681,767,2887,5084,4803,5788,7170,6539,5362,0.4629,"Mercer County, Pennsylvania",,925,602,412,458,277,840,2100,1171,244,190,216,221,144,135,282,387,500,268,348,225,117,1331,197,27,490,183,249,259,266,489,399,330,358,429,228,2120,1396,453,114,582,464,264,298,675,524,559,283,467,278,140,1478,341,319,605,444,272,226,684,633,583,423,422,457,345,0.0320
"G4200890","2022","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"0500000US42089","42089","Monroe County, Pennsylvania",167198,141027,1852,2823,14948,6548,163391,21446,8225,424,104,710,383,53,205,1325,796,820,703,1378,892,432,13221,864,94,1581,422,111,412,1528,2238,771,1433,2010,391,1366,141945,72570,2707,966,3696,3312,906,1357,5525,9250,8537,10177,12149,9478,4510,69375,3354,992,4023,1409,1011,2098,3948,7727,8724,9593,11542,9463,5491,0.4337,"Monroe County, Pennsylvania",,3983,1109,1418,2410,1892,410,4083,1774,228,174,329,245,96,240,729,537,517,405,551,549,345,3098,585,150,782,310,134,404,714,921,451,578,760,233,577,4067,2257,564,543,876,998,465,483,757,880,1000,980,583,729,463,3071,812,492,864,559,322,514,674,876,592,633,801,543,817,0.0282
"G4200910","2022","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"0500000US42091","42091","Montgomery County, Pennsylvania",864683,758565,5619,7069,60089,33341,844379,56325,24445,1914,0,3127,1033,472,1030,2630,2809,2427,2201,3255,1812,1735,31880,1802,111,2750,952,180,657,3969,3809,2912,2866,5236,2848,3788,788054,389562,20939,4450,27187,16522,5542,10192,29419,50173,55097,50799,53342,40455,25445,398492,19498,5224,27210,13655,5481,10105,27462,47740,54974,50629,54539,45572,36403,0.4746,"Montgomery County, Pennsylvania",,5190,2234,1532,4802,3703,732,7196,4153,863,190,1509,660,432,618,1107,983,836,792,908,595,718,4120,744,189,1194,576,231,513,1221,1133,1054,1003,1051,721,784,7289,4378,873,1148,2349,1920,966,1021,1203,1007,878,774,957,769,795,4264,826,896,1909,1863,1031,1114,1347,1110,1052,1011,1076,816,947,0.0109
"G4200950","2022","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"0500000US42095","42095","Northampton County, Pennsylvania",318526,276044,10303,2454,18285,11440,305103,33543,14191,1033,111,2505,290,152,505,1118,1416,1431,1699,1608,1458,865,19352,1808,271,1151,1300,458,693,2132,2335,2041,1839,2338,1899,1087,271560,136768,6199,519,7860,5834,1619,3211,12957,17497,18868,16059,20251,15683,10211,134792,5574,534,8252,4931,1995,2755,10587,15159,17854,16598,19631,16760,14162,0.4598,"Northampton County, Pennsylvania",,3507,2424,832,2591,2872,705,5693,2679,775,129,899,284,183,345,626,601,792,703,904,698,436,3811,788,418,586,637,347,508,937,805,862,958,943,750,474,5611,3003,859,281,915,1074,573,735,1187,902,1029,1053,931,756,479,3776,856,352,1187,1167,557,718,1094,953,1208,872,927,874,729,0.0205
"G4200970","2022","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"0500000US42097","42097","Northumberland County, Pennsylvania",90133,87929,809,419,754,222,85351,12377,5295,463,67,474,330,40,118,333,438,858,537,554,597,486,7082,392,95,439,168,96,214,858,1015,374,633,1286,649,863,72974,37302,1904,714,2330,820,551,906,2599,4299,4493,5130,5679,5005,2872,35672,1250,483,2307,943,276,970,2084,3890,4677,4686,5357,5195,3554,0.4530,"Northumberland County, Pennsylvania",,604,466,292,366,273,310,1914,1049,299,109,306,210,54,148,237,278,505,336,296,305,292,1233,303,101,308,151,120,208,435,412,220,293,543,264,327,1868,1050,283,367,482,365,297,329,258,352,417,505,344,315,291,1217,335,477,441,384,185,354,482,425,252,342,543,300,338,0.0345
"G4201010","2022","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"0500000US42101","42101","Philadelphia County, Pennsylvania",1567258,1261913,38331,20435,125386,121193,1519441,329385,151051,13620,3092,20008,7581,2789,3570,20224,23681,14177,10675,17002,10293,4339,178334,12487,1243,14713,8751,1970,3146,20455,25657,20293,16919,22184,16355,14161,1190056,568771,31788,3825,39655,18327,8164,11846,43820,114118,87498,67842,64211,48684,28993,621285,32020,4417,38768,19899,8191,12766,46402,123334,90532,70351,72534,60387,41684,0.5148,"Philadelphia County, Pennsylvania",,14691,5541,3717,9629,10237,2610,24423,15443,2665,1582,4905,2414,1480,1767,3197,4656,3369,2170,2697,1864,1369,12897,3445,764,3113,2804,995,1085,3738,4295,2922,2680,2793,2280,1854,25043,15594,2681,1352,4692,3277,1760,1587,3419,4643,3330,2163,2690,1901,1430,13277,3635,1786,4688,3267,1936,1935,3977,4306,3028,2702,2730,2207,1854,0.0106
"G4201070","2022","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"0500000US42107","42107","Schuylkill County, Pennsylvania",143104,136990,1759,1229,1174,1952,135105,15921,8014,782,94,985,487,167,345,585,451,679,1444,862,450,683,7907,438,211,489,253,65,95,540,1309,803,1124,693,893,994,119184,59709,2593,709,3271,2455,735,1738,4845,8085,6982,7375,9380,7534,4007,59475,2942,386,4439,1703,843,1429,3889,6331,7086,7320,9161,7661,6285,0.4026,"Schuylkill County, Pennsylvania",,1553,1221,722,486,1076,378,3116,1814,339,115,649,498,152,265,441,310,328,689,323,274,408,1826,258,324,382,291,82,160,280,656,439,588,342,336,397,3152,1977,505,458,833,845,317,390,804,728,459,799,444,403,424,2195,582,194,747,572,440,460,462,747,522,511,388,390,511,0.0186
"G4201110","2022","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"0500000US42111","42111","Somerset County, Pennsylvania",72710,72009,130,75,446,50,68643,9818,4636,182,14,558,189,0,200,303,431,417,524,826,529,463,5182,226,12,463,281,44,108,177,512,576,884,627,606,666,58825,29842,1560,385,1706,1189,316,786,2079,3043,3083,4087,4547,4443,2618,28983,1284,234,2070,531,115,941,1995,2876,3153,3465,4732,4198,3389,0.4709,"Somerset County, Pennsylvania",,314,114,60,316,66,125,1850,931,190,24,297,159,190,213,229,194,236,323,457,308,227,1116,188,19,356,226,53,116,150,264,261,431,257,269,269,1869,973,193,248,356,367,208,285,236,271,285,364,474,315,229,1115,190,154,468,253,102,218,151,262,295,430,264,273,309,0.0315
"G4201250","2022","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"0500000US42125","42125","Washington County, Pennsylvania",210383,205167,372,436,2811,1597,205298,24763,10872,736,95,1592,584,201,391,1275,1297,731,1127,1780,675,388,13891,380,200,983,499,54,181,1794,1274,1639,1704,1549,2384,1250,180535,90567,4078,1232,6357,2446,1084,1686,6028,10636,12803,11670,13302,12017,7228,89968,4672,906,6306,2551,1393,1856,5187,10257,10123,11384,13905,11941,9487,0.4789,"Washington County, Pennsylvania",,839,410,260,767,627,266,4026,2306,429,130,863,331,198,352,553,867,517,562,751,360,300,2304,280,172,485,410,74,201,902,620,627,651,504,768,621,3992,2442,405,463,1045,829,400,472,705,980,806,712,775,429,358,2264,352,444,1181,984,510,518,809,556,545,714,653,799,652,0.0166
"G4201290","2022","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"0500000US42129","42129","Westmoreland County, Pennsylvania",352057,343877,181,1519,4413,2067,345979,33364,14620,497,104,1717,670,212,321,1778,2032,892,2193,2311,1080,813,18744,1321,314,1610,686,305,641,1863,2478,1223,1926,2234,2003,2140,312615,157162,7120,1309,8104,5962,2184,3425,11036,17276,19059,20235,24854,22794,13804,155453,5697,1204,9377,4440,1921,3240,8915,15569,18457,19789,24946,23587,18311,0.4376,"Westmoreland County, Pennsylvania",,1435,158,701,853,684,532,3920,2087,231,131,771,385,165,193,729,633,362,720,627,488,406,2449,691,274,524,391,284,393,690,775,469,646,684,828,596,4023,2334,560,454,1142,1158,591,613,927,731,639,754,666,584,478,2545,867,471,1074,871,486,510,758,851,679,727,728,890,628,0.0156
"G4201330","2022","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"0500000US42133","42133","York County, Pennsylvania",461058,429930,4802,3316,13144,9866,452631,41442,19529,1337,318,1894,788,662,735,1746,2502,1958,2076,2971,1790,752,21913,1515,228,1654,1344,450,438,2072,2375,2485,1707,2817,2094,2734,411189,205661,10536,3597,13636,8361,2567,5694,16627,25755,26273,27487,29135,22174,13819,205528,10687,2137,12654,8715,1786,6028,14918,24912,26432,26563,29507,24075,17114,0.4187,"York County, Pennsylvania",,3614,1420,968,2172,2458,1180,6996,4230,744,280,1117,457,570,505,857,1075,768,789,1096,777,481,3303,844,363,668,683,371,341,956,797,1068,708,742,691,645,7280,4313,886,967,1677,1463,797,997,993,1334,1120,1099,1122,815,599,3869,1009,598,1555,1115,610,767,1183,1029,1312,1226,815,879,703,0.0149
"G4400030","2022","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"0500000US44003","44003","Kent County, Rhode Island",171275,157974,2186,830,6291,3994,169368,11049,5670,375,165,466,103,0,175,651,404,449,350,1655,510,367,5379,0,0,461,320,0,59,50,989,721,477,980,806,516,158319,77528,3671,446,5153,2299,691,1791,5722,11573,10722,9905,11390,8873,5292,80791,3583,392,5184,2191,594,2144,5468,10152,10570,9786,13189,10098,7440,0.4347,"Kent County, Rhode Island",,2195,1121,439,1868,1394,420,2945,1822,379,282,475,159,242,227,534,389,471,266,965,410,323,1802,242,242,457,387,242,117,90,639,597,435,470,511,374,2926,2162,790,336,982,862,424,522,721,822,770,601,1222,536,351,1953,410,279,1063,891,394,595,765,1136,901,484,688,648,476,0.0248
"G4400050","2022","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"0500000US44005","44005","Newport County, Rhode Island",84481,75118,1329,550,3891,3593,81099,5000,2756,0,47,151,0,30,0,162,437,645,61,348,583,292,2244,0,0,63,30,0,0,354,84,263,0,388,434,628,76099,37136,1437,443,2533,716,96,1105,2947,4348,4158,4636,6018,5221,3478,38963,2128,272,1817,1240,131,940,1748,4338,4584,4963,6412,5537,4853,0.4847,"Newport County, Rhode Island",,2161,796,432,1133,2074,85,1241,770,242,119,186,242,59,242,186,384,464,104,269,298,283,775,242,242,127,52,242,242,413,116,236,242,348,261,347,1228,1296,190,336,840,503,170,547,550,569,699,383,487,370,292,1246,819,271,519,451,174,352,449,546,462,480,485,286,419,0.0375
"G4400070","2022","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"0500000US44007","44007","Providence County, Rhode Island",657288,503011,12936,9923,65760,65658,631070,88487,38127,1871,607,2957,3978,468,1705,4368,4908,3654,2947,4216,3910,2538,50360,2871,926,2790,1320,55,988,6808,6535,6170,4470,5886,5279,6262,542583,270256,15014,2118,18670,8561,2872,6499,21257,45418,40347,34825,36208,25474,12993,272327,14635,2574,17815,9167,4810,5481,20304,42168,36292,34803,36822,27893,19563,0.4676,"Providence County, Rhode Island",,7315,3348,2646,5880,5578,1005,10561,6423,982,691,1132,1948,404,821,1395,1472,1348,1337,1553,1256,856,5747,1245,717,1135,885,94,729,1865,1529,1275,1230,1307,1162,1295,10780,6643,1132,1059,2439,1561,1169,1181,1444,1580,1412,1445,1582,1352,903,5967,1405,982,1984,1855,1347,997,1970,1578,1490,1413,1379,1373,1317,0.0221
"G4400090","2022","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"0500000US44009","44009","Washington County, Rhode Island",130330,124904,533,124,3479,1290,123696,6677,3115,0,0,0,148,0,0,763,188,169,503,775,405,164,3562,0,0,74,0,121,51,832,153,223,320,606,298,884,117019,57723,2206,574,3352,1724,473,1696,5751,6723,6206,7008,9286,8047,4677,59296,1781,279,2244,2282,748,1778,5382,5709,6272,7252,9949,9050,6570,0.4366,"Washington County, Rhode Island",,1091,517,158,1118,738,160,1496,1052,242,242,242,180,242,242,680,230,141,705,503,274,120,1175,242,242,118,242,174,66,804,180,264,254,498,223,595,1463,1315,327,447,666,701,346,422,792,600,525,812,610,263,186,1289,242,191,732,764,338,400,968,544,405,502,472,340,530,0.0269
